TANUM,VBELN,LGNUM,VORGA,CONFIRM_TS,MENGE_CONF,LENUM,VLPLA,NLPLA,MEINS,BENUM,TASTATUS
0000700669,4500000118,3000,PACK_CONFIRM,07.05.2025 13:09:37,66,HU127626,A-05-03,A-03-04,PC,OP195,C
0000700670,4500000118,3000,LOAD,07.05.2025 16:36:01,66,HU127626,A-05-03,A-03-04,PC,OP195,C
0000700672,4500000119,3000,PICK_START,21.07.2025 08:00:00,374,HU156710,A-05-03,A-01-04,PC,OP269,C
0000700671,4500000118,3000,GOODS_ISSUE,07.05.2025 19:20:58,66,HU127626,A-05-03,A-03-04,PC,OP195,C
0000700673,4500000119,3000,PICK_CONFIRM,21.07.2025 12:45:44,374,HU156710,A-05-03,A-01-04,PC,OP269,C
0000700674,4500000119,3000,PACK_START,21.07.2025 15:40:56,374,HU156710,A-05-03,A-01-04,PC,OP269,C
0000700675,4500000119,3000,PACK_CONFIRM,21.07.2025 19:34:19,374,HU156710,A-05-03,A-01-04,PC,OP269,C
0000700676,4500000119,3000,LOAD,21.07.2025 21:30:56,374,HU156710,A-05-03,A-01-04,PC,OP269,C
0000700677,4500000119,3000,GOODS_ISSUE,21.07.2025 22:47:43,374,HU156710,A-05-03,A-01-04,PC,OP269,C
0000700678,4500000121,4000,PICK_START,14.07.2025 10:00:00,399,HU709859,A-01-03,A-04-01,PC,OP252,C
0000700679,4500000121,4000,PICK_CONFIRM,14.07.2025 14:08:34,399,HU709859,A-01-03,A-04-01,PC,OP252,C
0000700680,4500000121,4000,PACK_START,14.07.2025 17:13:12,399,HU709859,A-01-03,A-04-01,PC,OP252,C
0000700681,4500000121,4000,PACK_CONFIRM,14.07.2025 20:19:31,399,HU709859,A-01-03,A-04-01,PC,OP252,C
0000700682,4500000121,4000,LOAD,14.07.2025 21:34:21,399,HU709859,A-01-03,A-04-01,PC,OP252,C
0000700683,4500000121,4000,GOODS_ISSUE,14.07.2025 23:38:45,399,HU709859,A-01-03,A-04-01,PC,OP252,C
0000700684,4500000122,2000,PICK_START,08.07.2025 07:00:00,279,HU265856,A-01-01,A-01-05,PC,OP193,C
0000700685,4500000122,2000,PICK_CONFIRM,08.07.2025 12:37:23,279,HU265856,A-01-01,A-01-05,PC,OP193,C
0000700686,4500000122,2000,PACK_START,08.07.2025 16:41:04,279,HU265856,A-01-01,A-01-05,PC,OP193,C
0000700687,4500000122,2000,PACK_CONFIRM,08.07.2025 17:50:58,279,HU265856,A-01-01,A-01-05,PC,OP193,C
0000700688,4500000122,2000,LOAD,08.07.2025 20:50:52,279,HU265856,A-01-01,A-01-05,PC,OP193,C
0000700689,4500000122,2000,GOODS_ISSUE,08.07.2025 23:09:50,279,HU265856,A-01-01,A-01-05,PC,OP193,C
0000700690,4500000123,3000,PICK_START,25.05.2025 10:00:00,90,HU248140,A-01-03,A-02-03,PC,OP119,C
0000700691,4500000123,3000,PICK_CONFIRM,25.05.2025 13:37:09,90,HU248140,A-01-03,A-02-03,PC,OP119,C
0000700692,4500000123,3000,PACK_START,25.05.2025 19:29:40,90,HU248140,A-01-03,A-02-03,PC,OP119,C
0000700693,4500000123,3000,PACK_CONFIRM,25.05.2025 22:22:37,90,HU248140,A-01-03,A-02-03,PC,OP119,C
0000700694,4500000123,3000,LOAD,26.05.2025 00:51:56,90,HU248140,A-01-03,A-02-03,PC,OP119,C
0000700695,4500000123,3000,GOODS_ISSUE,26.05.2025 02:53:13,90,HU248140,A-01-03,A-02-03,PC,OP119,C
0000700696,4500000124,1000,PICK_START,05.06.2025 08:00:00,121,HU113083,A-04-04,A-03-04,PC,OP138,C
0000700697,4500000124,1000,PICK_CONFIRM,05.06.2025 13:39:20,121,HU113083,A-04-04,A-03-04,PC,OP138,C
0000700698,4500000124,1000,PACK_START,05.06.2025 17:25:12,121,HU113083,A-04-04,A-03-04,PC,OP138,C
0000700699,4500000124,1000,PACK_CONFIRM,05.06.2025 21:09:43,121,HU113083,A-04-04,A-03-04,PC,OP138,C
0000700700,4500000124,1000,LOAD,06.06.2025 00:23:02,121,HU113083,A-04-04,A-03-04,PC,OP138,C
0000700701,4500000124,1000,GOODS_ISSUE,06.06.2025 02:13:21,121,HU113083,A-04-04,A-03-04,PC,OP138,C
0000700702,4500000125,1000,PICK_START,17.07.2025 11:00:00,96,HU902598,A-02-01,A-04-01,PC,OP290,C
0000700703,4500000125,1000,PICK_CONFIRM,17.07.2025 12:25:54,96,HU902598,A-02-01,A-04-01,PC,OP290,C
0000700704,4500000125,1000,PACK_START,17.07.2025 15:16:35,96,HU902598,A-02-01,A-04-01,PC,OP290,C
0000700705,4500000125,1000,PACK_CONFIRM,17.07.2025 17:09:04,96,HU902598,A-02-01,A-04-01,PC,OP290,C
0000700706,4500000125,1000,LOAD,17.07.2025 20:30:17,96,HU902598,A-02-01,A-04-01,PC,OP290,C
0000700707,4500000125,1000,GOODS_ISSUE,17.07.2025 22:59:02,96,HU902598,A-02-01,A-04-01,PC,OP290,C
0000700708,4500000126,1000,PICK_START,14.07.2025 10:00:00,214,HU246918,A-05-04,A-04-02,PC,OP278,C
0000700709,4500000126,1000,PICK_CONFIRM,14.07.2025 11:31:11,214,HU246918,A-05-04,A-04-02,PC,OP278,C
0000700710,4500000126,1000,PACK_START,14.07.2025 13:42:38,214,HU246918,A-05-04,A-04-02,PC,OP278,C
0000700711,4500000126,1000,PACK_CONFIRM,14.07.2025 16:11:12,214,HU246918,A-05-04,A-04-02,PC,OP278,C
0000700712,4500000126,1000,LOAD,14.07.2025 17:21:58,214,HU246918,A-05-04,A-04-02,PC,OP278,C
0000700713,4500000126,1000,GOODS_ISSUE,14.07.2025 20:21:36,214,HU246918,A-05-04,A-04-02,PC,OP278,C
0000700715,4500000128,2000,PICK_CONFIRM,22.05.2025 15:19:30,59,HU414056,A-04-01,A-03-04,PC,OP284,C
0000700714,4500000128,2000,PICK_START,22.05.2025 13:00:00,59,HU414056,A-04-01,A-03-04,PC,OP284,C
0000700716,4500000128,2000,PACK_START,22.05.2025 17:06:47,59,HU414056,A-04-01,A-03-04,PC,OP284,C
0000700717,4500000128,2000,PACK_CONFIRM,22.05.2025 20:10:16,59,HU414056,A-04-01,A-03-04,PC,OP284,C
0000700718,4500000128,2000,LOAD,22.05.2025 23:39:01,59,HU414056,A-04-01,A-03-04,PC,OP284,C
0000700719,4500000128,2000,GOODS_ISSUE,23.05.2025 02:02:39,59,HU414056,A-04-01,A-03-04,PC,OP284,C
0000700720,4500000129,1000,PICK_START,20.06.2025 14:00:00,351,HU453723,A-03-05,A-05-01,PC,OP277,C
0000700721,4500000129,1000,PICK_CONFIRM,20.06.2025 16:14:57,351,HU453723,A-03-05,A-05-01,PC,OP277,C
0000700722,4500000129,1000,PACK_START,20.06.2025 21:16:07,351,HU453723,A-03-05,A-05-01,PC,OP277,C
0000700723,4500000129,1000,PACK_CONFIRM,20.06.2025 22:41:17,351,HU453723,A-03-05,A-05-01,PC,OP277,C
0000700724,4500000129,1000,LOAD,20.06.2025 23:43:26,351,HU453723,A-03-05,A-05-01,PC,OP277,C
0000700725,4500000129,1000,GOODS_ISSUE,21.06.2025 02:23:05,351,HU453723,A-03-05,A-05-01,PC,OP277,C
0000700726,4500000130,3000,PICK_START,30.07.2025 13:00:00,43,HU113851,A-02-05,A-01-04,PC,OP139,C
0000700727,4500000130,3000,PICK_CONFIRM,30.07.2025 14:15:11,43,HU113851,A-02-05,A-01-04,PC,OP139,C
0000700728,4500000130,3000,PACK_START,30.07.2025 17:25:08,43,HU113851,A-02-05,A-01-04,PC,OP139,C
0000700729,4500000130,3000,PACK_CONFIRM,30.07.2025 20:35:32,43,HU113851,A-02-05,A-01-04,PC,OP139,C
0000700730,4500000130,3000,LOAD,30.07.2025 23:04:50,43,HU113851,A-02-05,A-01-04,PC,OP139,C
0000700731,4500000130,3000,GOODS_ISSUE,31.07.2025 00:50:45,43,HU113851,A-02-05,A-01-04,PC,OP139,C
0000700732,4500000131,2000,PICK_START,08.06.2025 10:00:00,22,HU162915,A-05-01,A-01-02,PC,OP254,C
0000700733,4500000131,2000,PICK_CONFIRM,08.06.2025 12:54:54,22,HU162915,A-05-01,A-01-02,PC,OP254,C
0000700734,4500000131,2000,PACK_START,08.06.2025 17:07:42,22,HU162915,A-05-01,A-01-02,PC,OP254,C
0000700735,4500000131,2000,PACK_CONFIRM,08.06.2025 20:31:11,22,HU162915,A-05-01,A-01-02,PC,OP254,C
0000700736,4500000131,2000,LOAD,08.06.2025 22:16:02,22,HU162915,A-05-01,A-01-02,PC,OP254,C
0000700737,4500000131,2000,GOODS_ISSUE,09.06.2025 01:15:19,22,HU162915,A-05-01,A-01-02,PC,OP254,C
0000700738,4500000132,4000,PICK_START,04.07.2025 10:00:00,181,HU887619,A-02-01,A-04-02,PC,OP141,C
0000700739,4500000132,4000,PICK_CONFIRM,04.07.2025 11:17:34,181,HU887619,A-02-01,A-04-02,PC,OP141,C
0000700740,4500000132,4000,PACK_START,04.07.2025 14:56:24,181,HU887619,A-02-01,A-04-02,PC,OP141,C
0000700741,4500000132,4000,PACK_CONFIRM,04.07.2025 18:14:26,181,HU887619,A-02-01,A-04-02,PC,OP141,C
0000700742,4500000132,4000,LOAD,04.07.2025 22:14:22,181,HU887619,A-02-01,A-04-02,PC,OP141,C
0000700743,4500000132,4000,GOODS_ISSUE,05.07.2025 01:11:14,181,HU887619,A-02-01,A-04-02,PC,OP141,C
0000700744,4500000133,4000,PICK_START,03.06.2025 06:00:00,186,HU111395,A-03-03,A-03-04,PC,OP274,C
0000700745,4500000133,4000,PICK_CONFIRM,03.06.2025 10:31:02,186,HU111395,A-03-03,A-03-04,PC,OP274,C
0000700746,4500000133,4000,PACK_START,03.06.2025 14:21:19,186,HU111395,A-03-03,A-03-04,PC,OP274,C
0000700747,4500000133,4000,PACK_CONFIRM,03.06.2025 15:46:54,186,HU111395,A-03-03,A-03-04,PC,OP274,C
0000700749,4500000133,4000,GOODS_ISSUE,03.06.2025 22:18:01,186,HU111395,A-03-03,A-03-04,PC,OP274,C
0000700748,4500000133,4000,LOAD,03.06.2025 19:37:36,186,HU111395,A-03-03,A-03-04,PC,OP274,C
0000700750,4500000134,1000,PICK_START,06.07.2025 08:00:00,124,HU576364,A-04-03,A-05-03,PC,OP166,C
0000700751,4500000134,1000,PICK_CONFIRM,06.07.2025 13:35:38,124,HU576364,A-04-03,A-05-03,PC,OP166,C
0000700752,4500000134,1000,PACK_START,06.07.2025 16:12:42,124,HU576364,A-04-03,A-05-03,PC,OP166,C
0000700753,4500000134,1000,PACK_CONFIRM,06.07.2025 17:16:39,124,HU576364,A-04-03,A-05-03,PC,OP166,C
0000700754,4500000134,1000,LOAD,06.07.2025 20:02:14,124,HU576364,A-04-03,A-05-03,PC,OP166,C
0000700755,4500000134,1000,GOODS_ISSUE,06.07.2025 22:52:18,124,HU576364,A-04-03,A-05-03,PC,OP166,C
0000700756,4500000135,1000,PICK_START,28.07.2025 08:00:00,177,HU699853,A-04-02,A-02-05,PC,OP281,C
0000700757,4500000135,1000,PICK_CONFIRM,28.07.2025 12:32:09,177,HU699853,A-04-02,A-02-05,PC,OP281,C
0000700758,4500000135,1000,PACK_START,28.07.2025 17:59:02,177,HU699853,A-04-02,A-02-05,PC,OP281,C
0000700759,4500000135,1000,PACK_CONFIRM,28.07.2025 20:49:30,177,HU699853,A-04-02,A-02-05,PC,OP281,C
0000700760,4500000135,1000,LOAD,28.07.2025 22:53:43,177,HU699853,A-04-02,A-02-05,PC,OP281,C
0000700761,4500000135,1000,GOODS_ISSUE,29.07.2025 01:13:35,177,HU699853,A-04-02,A-02-05,PC,OP281,C
0000700762,4500000136,1000,PICK_START,21.05.2025 08:00:00,364,HU338356,A-03-04,A-02-01,PC,OP169,C
0000700763,4500000136,1000,PICK_CONFIRM,21.05.2025 10:39:21,364,HU338356,A-03-04,A-02-01,PC,OP169,C
0000700764,4500000136,1000,PACK_START,21.05.2025 13:23:23,364,HU338356,A-03-04,A-02-01,PC,OP169,C
0000700765,4500000136,1000,PACK_CONFIRM,21.05.2025 15:20:54,364,HU338356,A-03-04,A-02-01,PC,OP169,C
0000700766,4500000136,1000,LOAD,21.05.2025 18:15:25,364,HU338356,A-03-04,A-02-01,PC,OP169,C
0000700767,4500000136,1000,GOODS_ISSUE,21.05.2025 21:10:59,364,HU338356,A-03-04,A-02-01,PC,OP169,C
0000700768,4500000137,2000,PICK_START,02.07.2025 12:00:00,132,HU196402,A-04-02,A-03-03,PC,OP132,C
0000700769,4500000137,2000,PICK_CONFIRM,02.07.2025 17:50:43,132,HU196402,A-04-02,A-03-03,PC,OP132,C
0000700770,4500000137,2000,PACK_START,02.07.2025 21:18:39,132,HU196402,A-04-02,A-03-03,PC,OP132,C
0000700771,4500000137,2000,PACK_CONFIRM,02.07.2025 23:26:49,132,HU196402,A-04-02,A-03-03,PC,OP132,C
0000700772,4500000137,2000,LOAD,03.07.2025 02:05:06,132,HU196402,A-04-02,A-03-03,PC,OP132,C
0000700773,4500000137,2000,GOODS_ISSUE,03.07.2025 03:17:16,132,HU196402,A-04-02,A-03-03,PC,OP132,C
0000700774,4500000138,1000,PICK_START,26.05.2025 07:00:00,155,HU879233,A-02-02,A-03-03,PC,OP258,C
0000700775,4500000138,1000,PICK_CONFIRM,26.05.2025 10:44:06,155,HU879233,A-02-02,A-03-03,PC,OP258,C
0000700776,4500000138,1000,PACK_START,26.05.2025 12:12:02,155,HU879233,A-02-02,A-03-03,PC,OP258,C
0000700777,4500000138,1000,PACK_CONFIRM,26.05.2025 14:58:58,155,HU879233,A-02-02,A-03-03,PC,OP258,C
0000700778,4500000138,1000,LOAD,26.05.2025 17:49:25,155,HU879233,A-02-02,A-03-03,PC,OP258,C
0000700779,4500000138,1000,GOODS_ISSUE,26.05.2025 19:47:21,155,HU879233,A-02-02,A-03-03,PC,OP258,C
0000700780,4500000139,3000,PICK_START,24.05.2025 12:00:00,110,HU158716,A-02-03,A-03-03,PC,OP147,C
0000700781,4500000139,3000,PICK_CONFIRM,24.05.2025 15:51:31,110,HU158716,A-02-03,A-03-03,PC,OP147,C
0000700782,4500000139,3000,PACK_START,24.05.2025 17:37:36,110,HU158716,A-02-03,A-03-03,PC,OP147,C
0000700783,4500000139,3000,PACK_CONFIRM,24.05.2025 19:42:33,110,HU158716,A-02-03,A-03-03,PC,OP147,C
0000700784,4500000139,3000,LOAD,24.05.2025 21:59:31,110,HU158716,A-02-03,A-03-03,PC,OP147,C
0000700785,4500000139,3000,GOODS_ISSUE,24.05.2025 23:34:52,110,HU158716,A-02-03,A-03-03,PC,OP147,C
0000700786,4500000140,3000,PICK_START,09.05.2025 14:00:00,46,HU962458,A-05-04,A-04-03,PC,OP254,C
0000700787,4500000140,3000,PICK_CONFIRM,09.05.2025 16:56:15,46,HU962458,A-05-04,A-04-03,PC,OP254,C
0000700788,4500000140,3000,PACK_START,09.05.2025 19:50:41,46,HU962458,A-05-04,A-04-03,PC,OP254,C
0000700789,4500000140,3000,PACK_CONFIRM,09.05.2025 21:24:16,46,HU962458,A-05-04,A-04-03,PC,OP254,C
0000700790,4500000140,3000,LOAD,09.05.2025 22:32:18,46,HU962458,A-05-04,A-04-03,PC,OP254,C
0000700791,4500000140,3000,GOODS_ISSUE,10.05.2025 00:25:04,46,HU962458,A-05-04,A-04-03,PC,OP254,C
0000700792,4500000142,2000,PICK_START,21.05.2025 08:00:00,113,HU982600,A-01-03,A-05-03,PC,OP219,C
0000700793,4500000142,2000,PICK_CONFIRM,21.05.2025 13:10:13,113,HU982600,A-01-03,A-05-03,PC,OP219,C
0000700794,4500000142,2000,PACK_START,21.05.2025 18:43:28,113,HU982600,A-01-03,A-05-03,PC,OP219,C
0000700795,4500000142,2000,PACK_CONFIRM,21.05.2025 22:28:01,113,HU982600,A-01-03,A-05-03,PC,OP219,C
0000700796,4500000142,2000,LOAD,21.05.2025 23:40:05,113,HU982600,A-01-03,A-05-03,PC,OP219,C
0000700797,4500000142,2000,GOODS_ISSUE,22.05.2025 01:26:39,113,HU982600,A-01-03,A-05-03,PC,OP219,C
0000700798,4500000143,4000,PICK_START,07.05.2025 11:00:00,62,HU600607,A-03-01,A-05-01,PC,OP264,C
0000700799,4500000143,4000,PICK_CONFIRM,07.05.2025 16:23:22,62,HU600607,A-03-01,A-05-01,PC,OP264,C
0000700800,4500000143,4000,PACK_START,07.05.2025 20:39:48,62,HU600607,A-03-01,A-05-01,PC,OP264,C
0000700801,4500000143,4000,PACK_CONFIRM,07.05.2025 23:22:46,62,HU600607,A-03-01,A-05-01,PC,OP264,C
0000700802,4500000143,4000,LOAD,08.05.2025 01:47:55,62,HU600607,A-03-01,A-05-01,PC,OP264,C
0000700803,4500000143,4000,GOODS_ISSUE,08.05.2025 03:08:34,62,HU600607,A-03-01,A-05-01,PC,OP264,C
0000700804,4500000144,3000,PICK_START,09.05.2025 13:00:00,358,HU524778,A-03-03,A-02-01,PC,OP113,C
0000700805,4500000144,3000,PICK_CONFIRM,09.05.2025 18:17:28,358,HU524778,A-03-03,A-02-01,PC,OP113,C
0000700806,4500000144,3000,PACK_START,10.05.2025 00:09:13,358,HU524778,A-03-03,A-02-01,PC,OP113,C
0000700807,4500000144,3000,PACK_CONFIRM,10.05.2025 01:50:15,358,HU524778,A-03-03,A-02-01,PC,OP113,C
0000700808,4500000144,3000,LOAD,10.05.2025 03:44:20,358,HU524778,A-03-03,A-02-01,PC,OP113,C
0000700809,4500000144,3000,GOODS_ISSUE,10.05.2025 06:13:35,358,HU524778,A-03-03,A-02-01,PC,OP113,C
0000700810,4500000145,4000,PICK_START,22.07.2025 08:00:00,113,HU942362,A-03-02,A-05-01,PC,OP208,C
0000700811,4500000145,4000,PICK_CONFIRM,22.07.2025 09:19:41,113,HU942362,A-03-02,A-05-01,PC,OP208,C
0000700812,4500000145,4000,PACK_START,22.07.2025 12:20:42,113,HU942362,A-03-02,A-05-01,PC,OP208,C
0000700813,4500000145,4000,PACK_CONFIRM,22.07.2025 15:41:11,113,HU942362,A-03-02,A-05-01,PC,OP208,C
0000700814,4500000145,4000,LOAD,22.07.2025 18:15:33,113,HU942362,A-03-02,A-05-01,PC,OP208,C
0000700815,4500000145,4000,GOODS_ISSUE,22.07.2025 20:23:48,113,HU942362,A-03-02,A-05-01,PC,OP208,C
0000700816,4500000146,3000,PICK_START,01.07.2025 09:00:00,365,HU304189,A-02-04,A-01-04,PC,OP126,C
0000700817,4500000146,3000,PICK_CONFIRM,01.07.2025 11:51:44,365,HU304189,A-02-04,A-01-04,PC,OP126,C
0000700818,4500000146,3000,PACK_START,01.07.2025 13:45:00,365,HU304189,A-02-04,A-01-04,PC,OP126,C
0000700819,4500000146,3000,PACK_CONFIRM,01.07.2025 17:21:42,365,HU304189,A-02-04,A-01-04,PC,OP126,C
0000700820,4500000146,3000,LOAD,01.07.2025 20:07:20,365,HU304189,A-02-04,A-01-04,PC,OP126,C
0000700821,4500000146,3000,GOODS_ISSUE,01.07.2025 21:49:18,365,HU304189,A-02-04,A-01-04,PC,OP126,C
0000700822,4500000147,2000,PICK_START,22.06.2025 13:00:00,118,HU181588,A-03-02,A-04-05,PC,OP299,C
0000700823,4500000147,2000,PICK_CONFIRM,22.06.2025 18:33:27,118,HU181588,A-03-02,A-04-05,PC,OP299,C
0000700824,4500000147,2000,PACK_START,22.06.2025 22:33:47,118,HU181588,A-03-02,A-04-05,PC,OP299,C
0000700825,4500000147,2000,PACK_CONFIRM,22.06.2025 23:35:19,118,HU181588,A-03-02,A-04-05,PC,OP299,C
0000700826,4500000147,2000,LOAD,23.06.2025 01:20:45,118,HU181588,A-03-02,A-04-05,PC,OP299,C
0000700827,4500000147,2000,GOODS_ISSUE,23.06.2025 03:57:21,118,HU181588,A-03-02,A-04-05,PC,OP299,C
0000700828,4500000148,2000,PICK_START,18.06.2025 16:00:00,243,HU987734,A-03-01,A-01-01,PC,OP161,C
0000700829,4500000148,2000,PICK_CONFIRM,18.06.2025 17:32:25,243,HU987734,A-03-01,A-01-01,PC,OP161,C
0000700830,4500000148,2000,PACK_START,18.06.2025 23:28:56,243,HU987734,A-03-01,A-01-01,PC,OP161,C
0000700831,4500000148,2000,PACK_CONFIRM,19.06.2025 02:24:14,243,HU987734,A-03-01,A-01-01,PC,OP161,C
0000700832,4500000148,2000,LOAD,19.06.2025 05:59:18,243,HU987734,A-03-01,A-01-01,PC,OP161,C
0000700833,4500000148,2000,GOODS_ISSUE,19.06.2025 07:30:39,243,HU987734,A-03-01,A-01-01,PC,OP161,C
0000700834,4500000149,1000,PICK_START,10.07.2025 12:00:00,312,HU395915,A-02-01,A-04-03,PC,OP127,C
0000700835,4500000149,1000,PICK_CONFIRM,10.07.2025 15:01:22,312,HU395915,A-02-01,A-04-03,PC,OP127,C
0000700836,4500000149,1000,PACK_START,10.07.2025 18:56:17,312,HU395915,A-02-01,A-04-03,PC,OP127,C
0000700837,4500000149,1000,PACK_CONFIRM,10.07.2025 22:55:20,312,HU395915,A-02-01,A-04-03,PC,OP127,C
0000700838,4500000149,1000,LOAD,11.07.2025 02:22:13,312,HU395915,A-02-01,A-04-03,PC,OP127,C
0000700839,4500000149,1000,GOODS_ISSUE,11.07.2025 04:03:24,312,HU395915,A-02-01,A-04-03,PC,OP127,C
0000700840,4500000150,3000,PICK_START,29.07.2025 14:00:00,92,HU168492,A-02-02,A-04-05,PC,OP102,C
0000700841,4500000150,3000,PICK_CONFIRM,29.07.2025 18:48:52,92,HU168492,A-02-02,A-04-05,PC,OP102,C
0000700842,4500000150,3000,PACK_START,29.07.2025 23:12:47,92,HU168492,A-02-02,A-04-05,PC,OP102,C
0000700843,4500000150,3000,PACK_CONFIRM,30.07.2025 01:13:12,92,HU168492,A-02-02,A-04-05,PC,OP102,C
0000700844,4500000150,3000,LOAD,30.07.2025 02:29:16,92,HU168492,A-02-02,A-04-05,PC,OP102,C
0000700845,4500000150,3000,GOODS_ISSUE,30.07.2025 04:11:54,92,HU168492,A-02-02,A-04-05,PC,OP102,C
0000700846,4500000151,4000,PICK_START,07.06.2025 14:00:00,65,HU893270,A-02-05,A-02-02,PC,OP241,C
0000700847,4500000151,4000,PICK_CONFIRM,07.06.2025 16:29:30,65,HU893270,A-02-05,A-02-02,PC,OP241,C
0000700848,4500000151,4000,PACK_START,07.06.2025 21:45:46,65,HU893270,A-02-05,A-02-02,PC,OP241,C
0000700849,4500000151,4000,PACK_CONFIRM,07.06.2025 23:10:30,65,HU893270,A-02-05,A-02-02,PC,OP241,C
0000700850,4500000151,4000,LOAD,08.06.2025 00:46:33,65,HU893270,A-02-05,A-02-02,PC,OP241,C
0000700851,4500000151,4000,GOODS_ISSUE,08.06.2025 02:35:39,65,HU893270,A-02-05,A-02-02,PC,OP241,C
0000700852,4500000152,2000,PICK_START,14.05.2025 13:00:00,165,HU311524,A-05-01,A-01-02,PC,OP161,C
0000700853,4500000152,2000,PICK_CONFIRM,14.05.2025 17:55:33,165,HU311524,A-05-01,A-01-02,PC,OP161,C
0000700854,4500000152,2000,PACK_START,14.05.2025 19:34:23,165,HU311524,A-05-01,A-01-02,PC,OP161,C
0000700855,4500000152,2000,PACK_CONFIRM,14.05.2025 21:52:27,165,HU311524,A-05-01,A-01-02,PC,OP161,C
0000700856,4500000152,2000,LOAD,15.05.2025 00:09:44,165,HU311524,A-05-01,A-01-02,PC,OP161,C
0000700857,4500000152,2000,GOODS_ISSUE,15.05.2025 02:01:13,165,HU311524,A-05-01,A-01-02,PC,OP161,C
0000700858,4500000153,3000,PICK_START,21.06.2025 08:00:00,392,HU382243,A-01-03,A-04-04,PC,OP244,C
0000700859,4500000153,3000,PICK_CONFIRM,21.06.2025 09:30:48,392,HU382243,A-01-03,A-04-04,PC,OP244,C
0000700860,4500000153,3000,PACK_START,21.06.2025 12:02:38,392,HU382243,A-01-03,A-04-04,PC,OP244,C
0000700861,4500000153,3000,PACK_CONFIRM,21.06.2025 13:14:23,392,HU382243,A-01-03,A-04-04,PC,OP244,C
0000700862,4500000153,3000,LOAD,21.06.2025 14:22:37,392,HU382243,A-01-03,A-04-04,PC,OP244,C
0000700863,4500000153,3000,GOODS_ISSUE,21.06.2025 17:16:26,392,HU382243,A-01-03,A-04-04,PC,OP244,C
0000700864,4500000154,4000,PICK_START,30.06.2025 06:00:00,188,HU147054,A-04-04,A-04-01,PC,OP111,C
0000700865,4500000154,4000,PICK_CONFIRM,30.06.2025 09:56:54,188,HU147054,A-04-04,A-04-01,PC,OP111,C
0000700866,4500000154,4000,PACK_START,30.06.2025 12:46:53,188,HU147054,A-04-04,A-04-01,PC,OP111,C
0000700867,4500000154,4000,PACK_CONFIRM,30.06.2025 15:43:58,188,HU147054,A-04-04,A-04-01,PC,OP111,C
0000700868,4500000154,4000,LOAD,30.06.2025 16:50:42,188,HU147054,A-04-04,A-04-01,PC,OP111,C
0000700869,4500000154,4000,GOODS_ISSUE,30.06.2025 19:35:53,188,HU147054,A-04-04,A-04-01,PC,OP111,C
0000700870,4500000155,1000,PICK_START,27.07.2025 09:00:00,29,HU150382,A-03-01,A-01-03,PC,OP179,C
0000700871,4500000155,1000,PICK_CONFIRM,27.07.2025 13:28:33,29,HU150382,A-03-01,A-01-03,PC,OP179,C
0000700872,4500000155,1000,PACK_START,27.07.2025 15:58:53,29,HU150382,A-03-01,A-01-03,PC,OP179,C
0000700873,4500000155,1000,PACK_CONFIRM,27.07.2025 18:57:59,29,HU150382,A-03-01,A-01-03,PC,OP179,C
0000700874,4500000155,1000,LOAD,27.07.2025 21:57:14,29,HU150382,A-03-01,A-01-03,PC,OP179,C
0000700875,4500000155,1000,GOODS_ISSUE,27.07.2025 23:29:38,29,HU150382,A-03-01,A-01-03,PC,OP179,C
0000700876,4500000156,1000,PICK_START,11.06.2025 12:00:00,259,HU108890,A-03-02,A-05-05,PC,OP172,C
0000700877,4500000156,1000,PICK_CONFIRM,11.06.2025 14:28:36,259,HU108890,A-03-02,A-05-05,PC,OP172,C
0000700878,4500000156,1000,PACK_CONFIRM,11.06.2025 19:27:17,259,HU108890,A-03-02,A-05-05,PC,OP172,C
0000700879,4500000156,1000,LOAD,11.06.2025 21:04:40,259,HU108890,A-03-02,A-05-05,PC,OP172,C
0000700880,4500000156,1000,GOODS_ISSUE,11.06.2025 23:56:39,259,HU108890,A-03-02,A-05-05,PC,OP172,C
0000700881,4500000157,4000,PICK_START,19.05.2025 10:00:00,81,HU517476,A-04-02,A-02-02,PC,OP180,C
0000700882,4500000157,4000,PICK_CONFIRM,19.05.2025 12:19:14,81,HU517476,A-04-02,A-02-02,PC,OP180,C
0000700883,4500000157,4000,PACK_START,19.05.2025 17:23:11,81,HU517476,A-04-02,A-02-02,PC,OP180,C
0000700884,4500000157,4000,PACK_CONFIRM,19.05.2025 21:00:32,81,HU517476,A-04-02,A-02-02,PC,OP180,C
0000700885,4500000157,4000,LOAD,20.05.2025 00:33:56,81,HU517476,A-04-02,A-02-02,PC,OP180,C
0000700886,4500000157,4000,GOODS_ISSUE,20.05.2025 02:17:10,81,HU517476,A-04-02,A-02-02,PC,OP180,C
0000700887,4500000158,2000,PICK_START,05.05.2025 12:00:00,173,HU888363,A-03-03,A-05-04,PC,OP191,C
0000700888,4500000158,2000,PICK_CONFIRM,05.05.2025 15:00:04,173,HU888363,A-03-03,A-05-04,PC,OP191,C
0000700889,4500000158,2000,PACK_START,05.05.2025 20:10:47,173,HU888363,A-03-03,A-05-04,PC,OP191,C
0000700890,4500000158,2000,PACK_CONFIRM,05.05.2025 23:14:58,173,HU888363,A-03-03,A-05-04,PC,OP191,C
0000700891,4500000158,2000,LOAD,06.05.2025 01:41:03,173,HU888363,A-03-03,A-05-04,PC,OP191,C
